max(arraySize): 500
subSizeList: [1, 4, 16, 64, 256]
# JMH version: 1.21
# VM version: JDK 1.8.0_192, Java HotSpot(TM) 64-Bit Server VM, 25.192-b12
# VM invoker: /home/bourgesl/apps/jdk1.8.0/jre/bin/java
# VM options: -Xms1g -Xmx1g -XX:-TieredCompilation -XX:+UnlockDiagnosticVMOptions -XX:GuaranteedSafepointInterval=300000
# Warmup: 3 iterations, 200 ms each
# Measurement: 10 iterations, 100 ms each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: edu.sorting.bench.ArraySortBenchmark.sort
# Parameters: (arraySize = 500, arraySubSize = 1, dataTweaker = IDENT_____, distBuilder = STAGGER, tSorter = BASELINE)

# Run progress: 0.00% complete, ETA 00:48:00
# Fork: 1 of 2
# Warmup Iteration   1: 37.991 ns/op
# Warmup Iteration   2: 67.517 ns/op
# Warmup Iteration   3: 35.709 ns/op
# Fork: 2 of 2
# Warmup Iteration   1: 13294.907 ns/op
# Warmup Iteration   2: 10857.286 ns/op
# Warmup Iteration   3: 7937.013 ns/op
Iteration   1: 7956.137 ns/op
Iteration   2: 7948.965 ns/op
Iteration   3: 7959.634 ns/op
Iteration   4: 7902.233 ns/op
Iteration   5: 7929.286 ns/op
Iteration   6: 7939.488 ns/op
Iteration   7: 7967.859 ns/op
Iteration   8: 7947.919 ns/op
Iteration   9: 7964.180 ns/op
Iteration  10: 7943.005 ns/op


Result "edu.sorting.bench.ArraySortBenchmark.sort":
  7923.086 ±(99.9%) 25.199 ns/op [Average]
  (min, avg, max) = (7879.091, 7923.086, 7967.859), stdev = 29.019
  CI (99.9%): [7897.887, 7948.285] (assumes normal distribution)


# JMH version: 1.21
# VM version: JDK 1.8.0_192, Java HotSpot(TM) 64-Bit Server VM, 25.192-b12
# VM invoker: /home/bourgesl/apps/jdk1.8.0/jre/bin/java
# VM options: -Xms1g -Xmx1g -XX:-TieredCompilation -XX:+UnlockDiagnosticVMOptions -XX:GuaranteedSafepointInterval=300000
# Warmup: 3 iterations, 200 ms each
# Measurement: 10 iterations, 100 ms each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: edu.sorting.bench.ArraySortBenchmark.sort
# Parameters: (arraySize = 500, arraySubSize = 4, dataTweaker = DITHER____, distBuilder = PLATEAU, tSorter = BASELINE)

# Run progress: 38.67% complete, ETA 00:44:07
# Fork: 1 of 2
# Warmup Iteration   1: 38.458 ns/op
# Warmup Iteration   2: 65.503 ns/op
# Warmup Iteration   3: 35.695 ns/op
Iteration   1: 35.748 ns/op
Iteration   2: 35.694 ns/op
Iteration   3: 35.733 ns/op
Iteration   4: 35.686 ns/op
Iteration   5: 35.613 ns/op
Iteration   6: 36.196 ns/op
Iteration   7: 35.692 ns/op
Iteration   8: 34.569 ns/op
Iteration   9: 35.740 ns/op
Iteration  10: 35.750 ns/op

# Run progress: 38.72% complete, ETA 00:44:04
# Fork: 2 of 2
# Warmup Iteration   1: 38.366 ns/op
# Warmup Iteration   2: 66.376 ns/op
# Warmup Iteration   3: 35.682 ns/op
Iteration   1: 35.696 ns/op
Iteration   2: 35.641 ns/op
Iteration   3: 35.685 ns/op
Iteration   4: 35.697 ns/op
Iteration   5: 35.673 ns/op
Iteration   6: 36.139 ns/op
Iteration   7: 35.741 ns/op
Iteration   8: 34.557 ns/op
Iteration   9: 35.680 ns/op
Iteration  10: 35.673 ns/op


Result "edu.sorting.bench.ArraySortBenchmark.sort":
  35.630 ±(99.9%) 0.342 ns/op [Average]
  (min, avg, max) = (34.557, 35.630, 36.196), stdev = 0.394
  CI (99.9%): [35.288, 35.972] (assumes normal distribution)


# JMH version: 1.21
# VM version: JDK 1.8.0_192, Java HotSpot(TM) 64-Bit Server VM, 25.192-b12
# VM invoker: /home/bourgesl/apps/jdk1.8.0/jre/bin/java
# VM options: -Xms1g -Xmx1g -XX:-TieredCompilation -XX:+UnlockDiagnosticVMOptions -XX:GuaranteedSafepointInterval=300000
# Warmup: 3 iterations, 200 ms each
# Measurement: 10 iterations, 100 ms each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: edu.sorting.bench.ArraySortBenchmark.sort
# Parameters: (arraySize = 500, arraySubSize = 4, dataTweaker = DITHER____, distBuilder = PLATEAU, tSorter = DPQ_11)

# Run progress: 38.78% complete, ETA 00:44:02
# Fork: 1 of 2
# Warmup Iteration   1: 3076.920 ns/op
# Warmup Iteration   2: 2759.354 ns/op
# Warmup Iteration   3: 2403.216 ns/op
Iteration   1: 2401.399 ns/op
Iteration   2: 2399.891 ns/op
Iteration   3: 2397.564 ns/op
Iteration   4: 2395.680 ns/op
Iteration   5: 2406.136 ns/op
Iteration   6: 2397.158 ns/op
Iteration   7: 2395.272 ns/op
Iteration   8: 2389.736 ns/op
Iteration   9: 2405.525 ns/op
Iteration  10: 2398.560 ns/op

# Run progress: 38.83% complete, ETA 00:43:59
# Fork: 2 of 2
# Warmup Iteration   1: 2979.246 ns/op
# Warmup Iteration   2: 2688.737 ns/op
# Warmup Iteration   3: 2377.698 ns/op
Iteration   1: 2395.498 ns/op
Iteration   2: 2372.624 ns/op
Iteration   3: 2364.059 ns/op
Iteration   4: 2388.318 ns/op
Iteration   5: 2372.065 ns/op
Iteration   6: 2367.047 ns/op
Iteration   7: 2376.363 ns/op
Iteration   8: 2418.120 ns/op
Iteration   9: 2372.706 ns/op
Iteration  10: 2379.611 ns/op


Result "edu.sorting.bench.ArraySortBenchmark.sort":
  2389.667 ±(99.9%) 12.924 ns/op [Average]
  (min, avg, max) = (2364.059, 2389.667, 2418.120), stdev = 14.884
  CI (99.9%): [2376.742, 2402.591] (assumes normal distribution)


# JMH version: 1.21
# VM version: JDK 1.8.0_192, Java HotSpot(TM) 64-Bit Server VM, 25.192-b12
# VM invoker: /home/bourgesl/apps/jdk1.8.0/jre/bin/java
# VM options: -Xms1g -Xmx1g -XX:-TieredCompilation -XX:+UnlockDiagnosticVMOptions -XX:GuaranteedSafepointInterval=300000
# Warmup: 3 iterations, 200 ms each
# Measurement: 10 iterations, 100 ms each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: edu.sorting.bench.ArraySortBenchmark.sort
# Parameters: (arraySize = 500, arraySubSize = 4, dataTweaker = DITHER____, distBuilder = PLATEAU, tSorter = DPQ_18_11_21)

# Run progress: 38.89% complete, ETA 00:43:57
# Fork: 1 of 2
# Warmup Iteration   1: 1902.415 ns/op
# Warmup Iteration   2: 1705.502 ns/op
# Warmup Iteration   3: 1480.502 ns/op
Iteration   1: 1480.901 ns/op
Iteration   2: 1479.724 ns/op
Iteration   3: 1490.227 ns/op
Iteration   4: 1489.082 ns/op
Iteration   5: 1477.563 ns/op
Iteration   6: 1499.837 ns/op
Iteration   7: 1482.573 ns/op
Iteration   8: 1478.426 ns/op
Iteration   9: 1473.991 ns/op
Iteration  10: 1473.958 ns/op

# Run progress: 38.94% complete, ETA 00:43:55
# Fork: 2 of 2
# Warmup Iteration   1: 1942.446 ns/op
# Warmup Iteration   2: 1669.476 ns/op
# Warmup Iteration   3: 1467.617 ns/op
Iteration   1: 1499.010 ns/op
Iteration   2: 1471.487 ns/op
Iteration   3: 1483.028 ns/op
Iteration   4: 1500.662 ns/op
Iteration   5: 1473.360 ns/op
Iteration   6: 1466.379 ns/op
Iteration   7: 1501.700 ns/op
Iteration   8: 1496.104 ns/op
Iteration   9: 1483.939 ns/op
Iteration  10: 1489.415 ns/op


Result "edu.sorting.bench.ArraySortBenchmark.sort":
  1484.568 ±(99.9%) 9.314 ns/op [Average]
  (min, avg, max) = (1466.379, 1484.568, 1501.700), stdev = 10.726
  CI (99.9%): [1475.255, 1493.882] (assumes normal distribution)


# JMH version: 1.21
# VM version: JDK 1.8.0_192, Java HotSpot(TM) 64-Bit Server VM, 25.192-b12
# VM invoker: /home/bourgesl/apps/jdk1.8.0/jre/bin/java
# VM options: -Xms1g -Xmx1g -XX:-TieredCompilation -XX:+UnlockDiagnosticVMOptions -XX:GuaranteedSafepointInterval=300000
# Warmup: 3 iterations, 200 ms each
# Measurement: 10 iterations, 100 ms each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: edu.sorting.bench.ArraySortBenchmark.sort
# Parameters: (arraySize = 500, arraySubSize = 4, dataTweaker = DITHER____, distBuilder = PLATEAU, tSorter = DPQ_18_11I)

# Run progress: 39.00% complete, ETA 00:43:52
# Fork: 1 of 2
# Warmup Iteration   1: 2025.216 ns/op
# Warmup Iteration   2: 1765.951 ns/op
# Warmup Iteration   3: 1566.352 ns/op
Iteration   1: 1562.197 ns/op
Iteration   2: 1565.226 ns/op
Iteration   3: 1570.160 ns/op
Iteration   4: 1574.131 ns/op
Iteration   5: 1569.896 ns/op
Iteration   6: 1564.942 ns/op
Iteration   7: 1572.128 ns/op
Iteration   8: 1568.085 ns/op
Iteration   9: 1567.911 ns/op
Iteration  10: 1565.636 ns/op

# Run progress: 39.06% complete, ETA 00:43:50
# Fork: 2 of 2
# Warmup Iteration   1: 1921.560 ns/op
# Warmup Iteration   2: 1663.937 ns/op
# Warmup Iteration   3: 1493.200 ns/op
Iteration   1: 1481.879 ns/op
Iteration   2: 1486.247 ns/op
Iteration   3: 1494.093 ns/op
Iteration   4: 1473.778 ns/op
Iteration   5: 1479.701 ns/op
Iteration   6: 1466.851 ns/op
Iteration   7: 1493.145 ns/op
Iteration   8: 1477.914 ns/op
Iteration   9: 1462.041 ns/op
Iteration  10: 1484.859 ns/op


Result "edu.sorting.bench.ArraySortBenchmark.sort":
  1524.041 ±(99.9%) 39.742 ns/op [Average]
  (min, avg, max) = (1462.041, 1524.041, 1574.131), stdev = 45.767
  CI (99.9%): [1484.299, 1563.783] (assumes normal distribution)


# JMH version: 1.21
# VM version: JDK 1.8.0_192, Java HotSpot(TM) 64-Bit Server VM, 25.192-b12
# VM invoker: /home/bourgesl/apps/jdk1.8.0/jre/bin/java
# VM options: -Xms1g -Xmx1g -XX:-TieredCompilation -XX:+UnlockDiagnosticVMOptions -XX:GuaranteedSafepointInterval=300000
# Warmup: 3 iterations, 200 ms each
# Measurement: 10 iterations, 100 ms each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: edu.sorting.bench.ArraySortBenchmark.sort
# Parameters: (arraySize = 500, arraySubSize = 4, dataTweaker = DITHER____, distBuilder = PLATEAU, tSorter = DPQ_18_11P)

# Run progress: 39.11% complete, ETA 00:43:47
# Fork: 1 of 2
# Warmup Iteration   1: 2314.430 ns/op
# Warmup Iteration   2: 1855.218 ns/op
# Warmup Iteration   3: 1634.544 ns/op
Iteration   1: 1634.982 ns/op
Iteration   2: 1635.138 ns/op
Iteration   3: 1635.153 ns/op
Iteration   4: 1634.847 ns/op
Iteration   5: 1634.249 ns/op
Iteration   6: 1648.979 ns/op
Iteration   7: 1653.393 ns/op
Iteration   8: 1638.489 ns/op
Iteration   9: 1635.014 ns/op
Iteration  10: 1638.125 ns/op

# Run progress: 39.17% complete, ETA 00:43:45
# Fork: 2 of 2
# Warmup Iteration   1: 2332.111 ns/op
# Warmup Iteration   2: 1881.807 ns/op
# Warmup Iteration   3: 1653.634 ns/op
Iteration   1: 1641.175 ns/op
Iteration   2: 1635.379 ns/op
Iteration   3: 1650.532 ns/op
Iteration   4: 1650.857 ns/op
Iteration   5: 1640.295 ns/op
Iteration   6: 1637.761 ns/op
Iteration   7: 1635.329 ns/op
Iteration   8: 1667.160 ns/op
Iteration   9: 1637.072 ns/op
Iteration  10: 1636.151 ns/op


Result "edu.sorting.bench.ArraySortBenchmark.sort":
  1641.004 ±(99.9%) 7.565 ns/op [Average]
  (min, avg, max) = (1634.249, 1641.004, 1667.160), stdev = 8.711
  CI (99.9%): [1633.439, 1648.569] (assumes normal distribution)


# JMH version: 1.21
# VM version: JDK 1.8.0_192, Java HotSpot(TM) 64-Bit Server VM, 25.192-b12
# VM invoker: /home/bourgesl/apps/jdk1.8.0/jre/bin/java
# VM options: -Xms1g -Xmx1g -XX:-TieredCompilation -XX:+UnlockDiagnosticVMOptions -XX:GuaranteedSafepointInterval=300000
# Warmup: 3 iterations, 200 ms each
# Measurement: 10 iterations, 100 ms each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: edu.sorting.bench.ArraySortBenchmark.sort
# Parameters: (arraySize = 500, arraySubSize = 4, dataTweaker = DITHER____, distBuilder = PLATEAU, tSorter = RADIX)

# Run progress: 39.22% complete, ETA 00:43:43
# Fork: 1 of 2
# Warmup Iteration   1: 14531.813 ns/op
# Warmup Iteration   2: 9372.942 ns/op
# Warmup Iteration   3: 7900.539 ns/op
Iteration   1: 7878.148 ns/op
Iteration   2: 7897.546 ns/op
Iteration   3: 7898.723 ns/op
Iteration   4: 7888.076 ns/op
Iteration   5: 7900.854 ns/op
Iteration   6: 7872.603 ns/op
Iteration   7: 7901.958 ns/op
Iteration   8: 7898.383 ns/op
Iteration   9: 7914.248 ns/op
Iteration  10: 7910.999 ns/op

# Run progress: 39.28% complete, ETA 00:43:40
# Fork: 2 of 2
# Warmup Iteration   1: 12987.800 ns/op
# Warmup Iteration   2: 8942.250 ns/op
# Warmup Iteration   3: 7916.112 ns/op
Iteration   1: 7902.704 ns/op
Iteration   2: 7902.409 ns/op
Iteration   3: 7910.059 ns/op
Iteration   4: 7893.621 ns/op
Iteration   5: 7923.544 ns/op
Iteration   6: 7888.620 ns/op
Iteration   7: 7919.499 ns/op
Iteration   8: 7897.218 ns/op
Iteration   9: 7925.976 ns/op
Iteration  10: 7907.753 ns/op


Result "edu.sorting.bench.ArraySortBenchmark.sort":
  7901.647 ±(99.9%) 11.980 ns/op [Average]
  (min, avg, max) = (7872.603, 7901.647, 7925.976), stdev = 13.796
  CI (99.9%): [7889.667, 7913.627] (assumes normal distribution)


# JMH version: 1.21
# VM version: JDK 1.8.0_192, Java HotSpot(TM) 64-Bit Server VM, 25.192-b12
# VM invoker: /home/bourgesl/apps/jdk1.8.0/jre/bin/java
# VM options: -Xms1g -Xmx1g -XX:-TieredCompilation -XX:+UnlockDiagnosticVMOptions -XX:GuaranteedSafepointInterval=300000
# Warmup: 3 iterations, 200 ms each
# Measurement: 10 iterations, 100 ms each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: edu.sorting.bench.ArraySortBenchmark.sort
# Parameters: (arraySize = 500, arraySubSize = 4, dataTweaker = DITHER____, distBuilder = SHUFFLE, tSorter = BASELINE)

# Run progress: 39.33% complete, ETA 00:43:38
# Fork: 1 of 2
# Warmup Iteration   1: 38.297 ns/op
# Warmup Iteration   2: 66.905 ns/op
# Warmup Iteration   3: 35.675 ns/op
Iteration   1: 35.640 ns/op
Iteration   2: 35.677 ns/op
Iteration   3: 35.730 ns/op
Iteration   4: 35.629 ns/op
Iteration   5: 35.647 ns/op
Iteration   6: 36.171 ns/op
Iteration   7: 35.631 ns/op
Iteration   8: 34.502 ns/op
Iteration   9: 35.615 ns/op
Iteration  10: 35.606 ns/op

# Run progress: 39.39% complete, ETA 00:43:35
# Fork: 2 of 2
# Warmup Iteration   1: 51.634 ns/op
# Warmup Iteration   2: 66.667 ns/op
# Warmup Iteration   3: 35.635 ns/op
Iteration   1: 35.693 ns/op
Iteration   2: 35.618 ns/op
Iteration   3: 35.686 ns/op
Iteration   4: 35.638 ns/op
Iteration   5: 35.681 ns/op
Iteration   6: 36.191 ns/op
Iteration   7: 35.686 ns/op
Iteration   8: 34.516 ns/op
Iteration   9: 35.663 ns/op
Iteration  10: 35.576 ns/op


Result "edu.sorting.bench.ArraySortBenchmark.sort":
  35.590 ±(99.9%) 0.352 ns/op [Average]
  (min, avg, max) = (34.502, 35.590, 36.191), stdev = 0.405
  CI (99.9%): [35.238, 35.942] (assumes normal distribution)


# JMH version: 1.21
# VM version: JDK 1.8.0_192, Java HotSpot(TM) 64-Bit Server VM, 25.192-b12
# VM invoker: /home/bourgesl/apps/jdk1.8.0/jre/bin/java
# VM options: -Xms1g -Xmx1g -XX:-TieredCompilation -XX:+UnlockDiagnosticVMOptions -XX:GuaranteedSafepointInterval=300000
# Warmup: 3 iterations, 200 ms each
# Measurement: 10 iterations, 100 ms each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: edu.sorting.bench.ArraySortBenchmark.sort
# Parameters: (arraySize = 500, arraySubSize = 4, dataTweaker = DITHER____, distBuilder = SHUFFLE, tSorter = DPQ_11)

# Run progress: 39.44% complete, ETA 00:43:33
# Fork: 1 of 2
# Warmup Iteration   1: 12749.369 ns/op
# Warmup Iteration   2: 9643.088 ns/op
# Warmup Iteration   3: 6725.127 ns/op
Iteration   1: 4394.474 ns/op
Iteration   2: 4384.379 ns/op
Iteration   3: 4474.343 ns/op
Iteration   4: 17463.053 ns/op
Iteration   5: 4522.686 ns/op
Iteration   6: 4484.567 ns/op
Iteration   7: 4736.486 ns/op
Iteration   8: 4529.070 ns/op
Iteration   9: 4647.994 ns/op
Iteration  10: 4529.753 ns/op

# Run progress: 39.50% complete, ETA 00:43:31
# Fork: 2 of 2
# Warmup Iteration   1: 7874.103 ns/op
# Warmup Iteration   2: 10238.577 ns/op
# Warmup Iteration   3: 6750.915 ns/op
Iteration   1: 4487.796 ns/op
Iteration   2: 4468.158 ns/op
Iteration   3: 4622.016 ns/op
Iteration   4: 13240.625 ns/op
Iteration   5: 4504.676 ns/op
Iteration   6: 4450.386 ns/op
Iteration   7: 4732.819 ns/op
Iteration   8: 4490.687 ns/op
Iteration   9: 4585.379 ns/op
Iteration  10: 4520.190 ns/op


Result "edu.sorting.bench.ArraySortBenchmark.sort":
  5613.477 ±(99.9%) 2953.678 ns/op [Average]
  (min, avg, max) = (4384.379, 5613.477, 17463.053), stdev = 3401.460
  CI (99.9%): [2659.799, 8567.155] (assumes normal distribution)


# JMH version: 1.21
# VM version: JDK 1.8.0_192, Java HotSpot(TM) 64-Bit Server VM, 25.192-b12
# VM invoker: /home/bourgesl/apps/jdk1.8.0/jre/bin/java
# VM options: -Xms1g -Xmx1g -XX:-TieredCompilation -XX:+UnlockDiagnosticVMOptions -XX:GuaranteedSafepointInterval=300000
# Warmup: 3 iterations, 200 ms each
# Measurement: 10 iterations, 100 ms each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: edu.sorting.bench.ArraySortBenchmark.sort
# Parameters: (arraySize = 500, arraySubSize = 4, dataTweaker = DITHER____, distBuilder = SHUFFLE, tSorter = DPQ_18_11_21)

# Run progress: 39.56% complete, ETA 00:43:28
# Fork: 1 of 2
# Warmup Iteration   1: 13112.520 ns/op
# Warmup Iteration   2: 6335.282 ns/op
# Warmup Iteration   3: 5502.069 ns/op
Iteration   1: 5595.972 ns/op
Iteration   2: 9363.679 ns/op
Iteration   3: 5636.018 ns/op
Iteration   4: 5384.447 ns/op
Iteration   5: 4986.284 ns/op
Iteration   6: 4184.133 ns/op
Iteration   7: 5228.834 ns/op
Iteration   8: 4994.228 ns/op
Iteration   9: 5375.573 ns/op
Iteration  10: 5365.154 ns/op

# Run progress: 39.61% complete, ETA 00:43:26
# Fork: 2 of 2
# Warmup Iteration   1: 11838.989 ns/op
# Warmup Iteration   2: 6260.301 ns/op
# Warmup Iteration   3: 5529.426 ns/op
Iteration   1: 5588.474 ns/op
Iteration   2: 9039.643 ns/op
Iteration   3: 5695.575 ns/op
Iteration   4: 5370.527 ns/op
Iteration   5: 4996.742 ns/op
Iteration   6: 4175.245 ns/op
Iteration   7: 5226.771 ns/op
Iteration   8: 5041.662 ns/op
Iteration   9: 5405.533 ns/op
Iteration  10: 5313.389 ns/op


Result "edu.sorting.bench.ArraySortBenchmark.sort":
  5598.394 ±(99.9%) 1128.028 ns/op [Average]
  (min, avg, max) = (4175.245, 5598.394, 9363.679), stdev = 1299.038
  CI (99.9%): [4470.367, 6726.422] (assumes normal distribution)


# JMH version: 1.21
# VM version: JDK 1.8.0_192, Java HotSpot(TM) 64-Bit Server VM, 25.192-b12
# VM invoker: /home/bourgesl/apps/jdk1.8.0/jre/bin/java
# VM options: -Xms1g -Xmx1g -XX:-TieredCompilation -XX:+UnlockDiagnosticVMOptions -XX:GuaranteedSafepointInterval=300000
# Warmup: 3 iterations, 200 ms each
# Measurement: 10 iterations, 100 ms each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: edu.sorting.bench.ArraySortBenchmark.sort
# Parameters: (arraySize = 500, arraySubSize = 4, dataTweaker = DITHER____, distBuilder = SHUFFLE, tSorter = DPQ_18_11I)

# Run progress: 39.67% complete, ETA 00:43:23
# Fork: 1 of 2
# Warmup Iteration   1: 16666.713 ns/op
# Warmup Iteration   2: 12148.314 ns/op
# Warmup Iteration   3: 4647.685 ns/op
Iteration   1: 4702.439 ns/op
Iteration   2: 4341.049 ns/op
Iteration   3: 4696.950 ns/op
Iteration   4: 4582.950 ns/op
Iteration   5: 4250.593 ns/op
Iteration   6: 3863.622 ns/op
Iteration   7: 4651.128 ns/op
Iteration   8: 4344.738 ns/op
Iteration   9: 4591.081 ns/op
Iteration  10: 4621.135 ns/op

# Run progress: 39.72% complete, ETA 00:43:21
# Fork: 2 of 2
# Warmup Iteration   1: 15326.596 ns/op
# Warmup Iteration   2: 10076.189 ns/op
# Warmup Iteration   3: 4523.293 ns/op
Iteration   1: 4655.689 ns/op
Iteration   2: 4295.346 ns/op
Iteration   3: 4615.999 ns/op
Iteration   4: 4495.226 ns/op
Iteration   5: 4181.347 ns/op
Iteration   6: 3806.069 ns/op
Iteration   7: 4581.577 ns/op
Iteration   8: 4252.884 ns/op
Iteration   9: 4608.802 ns/op
Iteration  10: 4532.583 ns/op


Result "edu.sorting.bench.ArraySortBenchmark.sort":
  4433.560 ±(99.9%) 227.491 ns/op [Average]
  (min, avg, max) = (3806.069, 4433.560, 4702.439), stdev = 261.979
  CI (99.9%): [4206.069, 4661.052] (assumes normal distribution)


# JMH version: 1.21
# VM version: JDK 1.8.0_192, Java HotSpot(TM) 64-Bit Server VM, 25.192-b12
# VM invoker: /home/bourgesl/apps/jdk1.8.0/jre/bin/java
# VM options: -Xms1g -Xmx1g -XX:-TieredCompilation -XX:+UnlockDiagnosticVMOptions -XX:GuaranteedSafepointInterval=300000
# Warmup: 3 iterations, 200 ms each
# Measurement: 10 iterations, 100 ms each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: edu.sorting.bench.ArraySortBenchmark.sort
# Parameters: (arraySize = 500, arraySubSize = 4, dataTweaker = DITHER____, distBuilder = SHUFFLE, tSorter = DPQ_18_11P)

# Run progress: 39.78% complete, ETA 00:43:19
# Fork: 1 of 2
# Warmup Iteration   1: 7819.588 ns/op
# Warmup Iteration   2: 5671.753 ns/op
# Warmup Iteration   3: 5050.220 ns/op
Iteration   1: 11474.610 ns/op
Iteration   2: 34231.048 ns/op
Iteration   3: 4892.905 ns/op
Iteration   4: 4607.922 ns/op
Iteration   5: 4245.310 ns/op
Iteration   6: 4011.848 ns/op
Iteration   7: 4437.459 ns/op
Iteration   8: 4250.100 ns/op
Iteration   9: 4500.003 ns/op
Iteration  10: 4774.910 ns/op

# Run progress: 39.83% complete, ETA 00:43:16
# Fork: 2 of 2
# Warmup Iteration   1: 7608.059 ns/op
# Warmup Iteration   2: 5376.964 ns/op
# Warmup Iteration   3: 5032.540 ns/op
Iteration   1: 28947.463 ns/op
Iteration   2: 7394.153 ns/op
Iteration   3: 4728.905 ns/op
Iteration   4: 4688.641 ns/op
Iteration   5: 4297.141 ns/op
Iteration   6: 4044.840 ns/op
Iteration   7: 4459.809 ns/op
Iteration   8: 4347.134 ns/op
Iteration   9: 4625.958 ns/op
Iteration  10: 4868.928 ns/op


Result "edu.sorting.bench.ArraySortBenchmark.sort":
  7691.454 ±(99.9%) 7281.697 ns/op [Average]
  (min, avg, max) = (4011.848, 7691.454, 34231.048), stdev = 8385.613
  CI (99.9%): [409.757, 14973.152] (assumes normal distribution)


# JMH version: 1.21
# VM version: JDK 1.8.0_192, Java HotSpot(TM) 64-Bit Server VM, 25.192-b12
# VM invoker: /home/bourgesl/apps/jdk1.8.0/jre/bin/java
# VM options: -Xms1g -Xmx1g -XX:-TieredCompilation -XX:+UnlockDiagnosticVMOptions -XX:GuaranteedSafepointInterval=300000
# Warmup: 3 iterations, 200 ms each
# Measurement: 10 iterations, 100 ms each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: edu.sorting.bench.ArraySortBenchmark.sort
# Parameters: (arraySize = 500, arraySubSize = 4, dataTweaker = DITHER____, distBuilder = SHUFFLE, tSorter = RADIX)

# Run progress: 39.89% complete, ETA 00:43:14
# Fork: 1 of 2
# Warmup Iteration   1: 15519.302 ns/op
# Warmup Iteration   2: 31712.851 ns/op
# Warmup Iteration   3: 9856.319 ns/op
Iteration   1: 9804.457 ns/op
Iteration   2: 9945.113 ns/op
Iteration   3: 10019.627 ns/op
Iteration   4: 10054.643 ns/op
Iteration   5: 9882.554 ns/op
Iteration   6: 9884.914 ns/op
Iteration   7: 10083.351 ns/op
Iteration   8: 9307.445 ns/op
Iteration   9: 10128.421 ns/op
Iteration  10: 9790.316 ns/op

# Run progress: 39.94% complete, ETA 00:43:11
# Fork: 2 of 2
# Warmup Iteration   1: 15715.105 ns/op
# Warmup Iteration   2: 24848.611 ns/op
# Warmup Iteration   3: 9790.915 ns/op
Iteration   1: 9755.959 ns/op
Iteration   2: 9848.621 ns/op
Iteration   3: 9901.581 ns/op
Iteration   4: 9886.497 ns/op
Iteration   5: 9806.241 ns/op
Iteration   6: 9812.522 ns/op
Iteration   7: 10016.078 ns/op
Iteration   8: 9164.284 ns/op
Iteration   9: 10034.042 ns/op
Iteration  10: 9788.343 ns/op


Result "edu.sorting.bench.ArraySortBenchmark.sort":
  9845.750 ±(99.9%) 205.607 ns/op [Average]
  (min, avg, max) = (9164.284, 9845.750, 10128.421), stdev = 236.778
  CI (99.9%): [9640.143, 10051.358] (assumes normal distribution)


# JMH version: 1.21
# VM version: JDK 1.8.0_192, Java HotSpot(TM) 64-Bit Server VM, 25.192-b12
# VM invoker: /home/bourgesl/apps/jdk1.8.0/jre/bin/java
# VM options: -Xms1g -Xmx1g -XX:-TieredCompilation -XX:+UnlockDiagnosticVMOptions -XX:GuaranteedSafepointInterval=300000
# Warmup: 3 iterations, 200 ms each
# Measurement: 10 iterations, 100 ms each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: edu.sorting.bench.ArraySortBenchmark.sort
# Parameters: (arraySize = 500, arraySubSize = 16, dataTweaker = IDENT_____, distBuilder = STAGGER, tSorter = BASELINE)

# Run progress: 40.00% complete, ETA 00:43:09
# Fork: 1 of 2
# Warmup Iteration   1: 38.176 ns/op
# Warmup Iteration   2: 64.142 ns/op
# Warmup Iteration   3: 35.686 ns/op
Iteration   1: 35.636 ns/op
Iteration   2: 35.684 ns/op
Iteration   3: 35.678 ns/op
Iteration   4: 35.730 ns/op
